Street Address	Business Start Date	Location Start Date	DBA Name
1109 Fillmore St	2018-03-13	2020-03-11	Marhaba Indian Pakistani Halal Cuisine
2602 School St	2020-01-01	2020-01-01	Get Low Dumplings
582 Goettingen St	2019-07-26	2019-07-26	Grubhub
846 Geary	2017-12-11	2017-12-11	Papi's SF
1735 Polk St	2018-09-24	2019-07-10	Gulch Bbq
395 Burnett Ave	2019-03-23	2019-03-23	Apple Indian Cuisine
201 Ellis St	2019-02-23	2019-02-23	Thai @ Siam Corporations
1501 Grant St	2017-07-01	2017-07-01	Sylvia's Bakeshop
700 Ofarrell St Apt 107	2018-01-11	2018-01-11	Domingo's International Kitchen And Fusion
700 Steiner Apt 706	2018-09-19	2018-09-19	Cookie For Love
1000 Sutter St.	2016-10-01	2020-04-01	Bonjour Bistro
1781 Church St	2017-03-01	2017-03-01	Ardiana
1249 Stockton St	2017-05-05	2017-05-05	Little Swan Bakery
2278 Westborough Blvd Blvd	2016-06-22	2016-06-22	Flying Pig
888 Geneva Ave	2018-03-28	2019-02-22	Cafe Guatemalteco
104 Montgomery St	2017-08-21	2020-03-02	Bun Mi Zon
1100 Market Street	2017-09-01	2017-09-01	Villon
222 Sutter St	2016-10-11	2016-10-11	La Boulangerie De San Francisco
687 Geary St	2018-07-16	2018-07-16	Scullery Inc
105 Rockaway Beach Ave	2016-01-14	2016-01-14	Moonraker Mobile LLC
900 North Point St E-204 B	2017-05-09	2017-05-10	San Francisco Brewing Co LLC
3497 Balboa St	2018-02-01	2023-01-23	Taste Of Fusion Kitchen
3970 17th St B	2016-11-29	2020-10-06	Bluebell Plant-Based Cuisine
351 Edinburgh St	2017-11-07	2017-11-07	Antojitos De Mi Tierra
690 Van Ness Ave	2019-10-01	2022-11-21	Farming Hope
3 Embarcadero Ctr Fl 20 An	2019-10-28	2022-01-01	Constellation Culinary Group At Cooley Floor 20 And 21 Microkitchens
1406 Thomas Ave	2018-04-01	2018-04-01	Bayview Beans
716 Irving St	2016-12-29	2017-05-01	Poke Origin
475 Sixth St	2016-08-23	2019-04-09	Sweetgreen Soma Cloud Kitchen
3509 California St	2016-06-01	2019-03-06	Susiecakes Bakery
55 Music Concourse Dr	2019-10-28	2022-09-13	Constellation Culinary Group
3560 18th St	2018-11-07	2022-01-01	Good Good Culture Club
2948 Folsom St	2016-07-01	2016-07-01	Mama Lamees
214 Shrader St	2019-04-10	2019-04-10	The Magic Oven
1998 Union St Unit	2017-03-01	2017-03-01	Gio Gelati
1745 Taraval St	2018-01-09	2018-01-09	Foam Usa LLC
356 Kearny St	2017-12-06	2017-12-06	Curry Underground
Harrison St	2019-10-18	2019-10-18	Mazaa
550 Moreland Way Apt 4213	2017-03-01	2019-03-27	Sarka Simanova
1750 Caesar Chavez St D	2017-07-18	2018-07-19	Noratha
951 S 12th St Apt 305	2016-05-02	2016-05-02	Jay In The Bay
1 Market St 7sw / 8n	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
65 Eastmoor Ave Apt 12	2018-02-01	2018-02-01	Mostafa Salem
200 Larkin St	2018-02-16	2018-02-16	Sunday At The Museum
139 Ankeny St St	2016-11-07	2016-11-07	Doordash
280 Guttenbert St	2017-10-14	2017-10-14	U Dessert Story
1320 4th St	2019-07-01	2019-07-01	Experteas Corp
1187 Gilman Ave	2017-01-04	2017-01-04	Angela White
525 Eninburgh St	2016-09-21	2018-05-30	Tradicion Peruana Cultural Center
2101 21st Ave	2017-06-26	2017-06-26	Uncle Joe Inc
2269 Chestnut St Apt 257	2019-01-01	2019-01-23	The Brixton South
725 Greenwich St	2019-03-28	2021-05-17	North Beach Farmers Market
1500 Hyde St	2017-10-30	2017-10-30	Nook
2948 Folsom St	2018-07-31	2021-06-17	Spice Girl Foods
4401 Cabrillo St A	2018-06-11	2018-06-11	Hakka Restaurant
1100 Richards Blvd	2019-01-19	2019-01-19	Gyrostop LLC
3452 Mission St	2017-03-02	2017-03-02	Chef Luo
1233 Van Ness Ave	2017-07-27	2022-01-21	Wok Shop Cafe
420 420 Judah St	2019-02-20	2019-02-20	Kintsugi Bistro
122 Grijalva Dr	2019-03-28	2019-03-28	Tiger Dog
2 Marina Blvd	2017-11-15	2017-11-15	Bombzies Bbq
2200 Jerrold Ave Unit Z	2019-02-08	2019-02-08	Momosomo
1700 Laguna St	2017-03-23	2021-10-01	Aoba
2243 Mission St	2019-07-02	2019-08-27	Lupulandia
53 Skyview Way	2017-11-03	2017-11-03	Ward's Aged Vinegar
191 Pine Street	2018-03-20	2018-03-20	Tarara
3128 16th St	2016-02-24	2023-09-19	Mn Start Lounge
415 Mission St Fl 11/12	2017-12-27	2019-03-14	Aramark Rfs
4826 Mission St	2017-10-13	2017-10-13	The Witch Doctor's Lounge
1634 Irving St	2017-11-16	2017-11-16	B & B Cafe
30 Heath Ct Bldg	2016-06-01	2016-06-01	Serendipity SF
2 Marina Blvd	2016-01-22	2025-01-23	The Waffle Roost #3
50 Central Ct	2019-05-14	2019-05-14	Muccini
14 Nobles Alley 14	2019-10-07	2019-10-07	Slow Good
1700 Laguna St	2017-03-23	2023-04-19	Fuku Sushi
2348 Mission St	2016-05-03	2016-05-03	Little Heaven Deli
1601 Market St	2019-02-26	2019-02-26	Nancy's Catering
1260 Pine Creek Way H	2017-09-01	2017-09-01	Mark Lee
598 Guererro St	2019-03-01	2019-03-01	First Deli LLC
362 Kearny Street	2019-09-13	2019-09-13	Insomnia Cookies
1 Mobile Caterers	2018-04-09	2019-07-16	Don Budetti
393 West Portal Ave	2018-06-11	2018-06-11	Captain Kona Cafe
638 2nd St	2017-07-04	2019-12-27	David Upchurch Chocolatier
139 8th St	2017-12-28	2017-12-28	Sizzling Pot King
3213 Pierce Street	2017-03-01	2017-03-01	Sandwich Spot
4516 Mission St	2016-04-28	2022-12-08	The Korner Store Bites & Vibes
2565 3rd St Rm #323	2016-11-15	2016-12-01	Neighbor Bakehouse
200 6th Ave	2018-09-28	2018-09-28	Its Syun Inc
111 Mason St	2017-07-01	2017-07-01	Gibson Restaurant
291 30th St	2016-04-06	2016-04-06	Tony Shyu
2345 Post St Apt 6	2019-08-28	2019-08-28	Cibo Da Strada
1499 Valencia St	2016-02-08	2016-02-08	Al's Restaurant Group
3251 20th Ave Ste 218	2019-06-22	2019-06-22	Tang Bar By Dainty
2049 Fillmore St	2019-11-19	2019-11-19	2049 Fillmore Street, LLC
24 Willie Mays Pl Promenade Lvl Sec 115	2018-03-09	2018-03-15	95256 C & C Concessions/Portable 115 Lemonade Snack Cart
1748 Berkeley St	2017-06-07	2017-06-07	Susiecakes Cake Kitchen
8766 S Maryland Park 105	2017-08-23	2017-08-23	Mobi Munch, Inc.
250 Hyde St	2018-10-12	2020-02-01	Han Jan
298 Gough St	2019-09-16	2019-09-16	Dumpling Home
1 Mission Bay St	2018-05-09	2018-05-09	Little Creatures Brewery
461 Jefferson St	2019-10-01	2019-10-01	Flying Ninja
777 Florida St 306	2016-10-01	2016-10-01	Cafe Tartine
475 6th St	2019-02-08	2019-02-08	Colombo's Delicatessen
983 Valencia St	2016-09-01	2016-09-01	Motze
200 Larkin St	2016-10-19	2023-03-01	Asian Box
280 Golden Gate Ave	2016-03-01	2021-03-15	Los Yucatecos
1707 Powell St	2017-09-22	2017-11-21	Lillie Coit's
691 14th St	2017-04-10	2017-04-10	Fig & Thistle Market
250 Hyde St	2018-10-12	2022-06-14	Suragan
710 Florida St Fl 2	2016-07-01	2016-07-01	La Floridita Commercial Kitchen
850 Bryant St	2016-07-01	2016-07-01	San Francisco Hall Of Justice-7th Floor Kitchen
290 Parnassus Ave	2020-01-01	2020-01-01	Cole Valley Organics
415 Mission St Fl 27	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
111 Indio Dr	2019-07-10	2019-07-10	B's Lunch Box
425 Mission St 103a	2018-08-01	2019-08-21	Eddie's Msu
709 Larkin St	2019-01-16	2019-01-16	Quickly
475 6th St	2017-02-13	2019-04-15	Sataysfied Catering
428 11th St	2016-11-07	2022-06-08	Da Poke Man
879 Brannan St	2017-05-25	2018-08-01	El Pipila
1552 Fillmore St	2017-07-01	2017-07-01	R.T.B. Fillmore LLC
2259 Polk St	2019-03-11	2019-03-11	Project Juice - Polk
1550 California St	2017-05-01	2017-05-01	Alley Pizza And Kabobs
2214 Clement St	2018-08-03	2018-08-03	Del Rio Produce Market
4845 Mission St	2018-11-02	2018-11-02	Ty Pho
1605 Jerrold Ave	2018-02-26	2018-02-26	Refined Simplicity LLC
260 5th St	2016-08-18	2016-08-18	Contraband
2932 Webster St	2019-05-01	2019-05-01	Methodology, Inc.
451 Ofarrell St	2016-03-30	2016-03-30	Tsujiri
915 Kearny St	2016-05-31	2016-05-31	Chongqing Xiaomian
55 9th St Apt 1411	2018-05-24	2018-05-24	Mylk Guys Inc
3347 Fillmore St	2017-01-19	2017-01-19	Mac'd
517 Oâ€™farrell	2019-04-09	2019-04-09	El Parce Cafe
300 16th St Ste 10	2019-09-12	2019-09-12	Dumpling Time
3560 18th St	2018-11-07	2021-04-01	Culture Club
2 Cervantes Blvd Apt 302	2016-09-30	2016-11-01	Na
Space B.2.235 San Francisco Airport	2018-07-25	2018-07-25	Amy's Drive Thru
330 O'farrell St	2016-09-16	2018-11-13	Sushi Boat Restaurant
488 Fell St	2017-10-03	2017-10-03	Pisces Taiyaki
1295 Alemany Blvd	2017-03-31	2017-03-31	Sinden Marketing Inc
Polk St	2018-10-19	2018-10-19	Fiorella Polk
2547 Noriega St	2017-08-21	2017-08-21	The Place
355 Mcallister St	2019-09-06	2019-11-08	Sam Choy's Poke To The Max
Walnut St Ste 64	2017-05-01	2017-05-01	Donut Farm Ferry Building
2000 Clay Bank Rd Apt A8	2017-08-25	2017-08-25	Brazilian Skewers
1007  Valencia St	2019-10-29	2019-10-29	Udupi Palace
3347 Fillmore St	2017-01-19	2017-05-15	Mix And Mac
2151 Lombard St	2016-09-16	2016-09-16	Nabe
2962 24th St	2017-04-11	2021-07-01	La Vaca Birria
20065 Stevens Creek Blvd C1	2017-08-08	2017-09-08	Oriental Big Bowl & Little Pot
3438 Mission St	2018-12-30	2018-12-31	Cafe St Jorge
1155 Taraval St	2019-01-02	2019-01-02	Sugar & Water
455 Grant Avenue	2019-01-01	2019-01-01	Home
145 Jefferson St Ste 400	2018-06-10	2018-09-15	Lefty O Douls
335 Kearny St	2017-12-15	2017-12-15	Foundation Cafe
901 Sutter St	2018-01-24	2018-01-24	Golden Coffee
268 Bush St 2922	2016-09-22	2016-09-22	Milkbomb Ice Cream
271 Francisco St	2017-04-30	2017-06-22	Partiesthatcook
667 Fillmore St	2018-01-08	2018-01-08	Nurturfoods
2343 3rd St Ste 100	2016-11-15	2016-11-15	Neighbor
145 Jefferson St Ste 400	2017-02-16	2019-10-11	Ama Uji Matcha
2948 Folsom St	2019-03-28	2019-06-21	Buko Bakes
6067 District Blvd	2018-01-01	2018-01-01	Tapia Enterprises
301 King St Ste B	2018-12-11	2018-12-15	Death By Taco
903 Cortland Ave	2016-06-20	2016-06-23	903
322 Kearny St	2017-07-01	2017-07-01	Sini SF
801 South Van Ness Ave 5	2018-09-11	2018-09-11	Caspian Food
717 Ellis St	2019-08-16	2019-08-16	Hanoi House
433 N Ellis St Rm 319	2016-07-01	2016-07-01	San Francisco
645 Clay St	2019-10-31	2019-10-31	Kingbob
132 Broad St	2019-02-21	2019-02-21	Photastic Vietnamese Restaurant
845 Market St Fe-3	2018-05-16	2018-06-13	Sorabol Korean Bbq And Asian Noodles
1305 Castro St	2016-07-01	2021-12-01	Chilicali
1075 Sutter St	2018-07-12	2018-07-12	Saha Winebar And Tapas
2600 Arelious Walker Dr Apt 511	2019-09-06	2019-09-06	Big H Bbq
475 6th St Bldg	2019-09-13	2020-04-17	Palmetto Superfoods
1740 Church St	2017-03-13	2017-03-13	Taku Sushi
322 Kearny St	2017-07-01	2017-09-01	Sini SF
398 12th St	2018-10-18	2018-10-18	Sf Eagle
5469 Taft Ave Apt E	2018-03-22	2018-03-22	The Fruit Tree, Inc.
25 Lessing St	2019-10-06	2019-10-29	Mendez Cruz Catering
9084 La Crescenta Ave	2019-04-19	2019-04-19	Indiscretion Cafe
2120 Greenwich St	2019-03-20	2019-12-11	Vintage Cafe
3407 Geary Blvd	2017-06-20	2017-06-20	Thai Cafe
425 Market St Unit 8	2016-09-27	2016-09-27	Postmates Inc
1188 Franklin St	2018-04-03	2019-05-03	El Alambre
925 Ne Cortland Ne Ave Rm 2	2017-06-01	2017-06-01	Little Nepal
77 Brighton Ct	2016-03-15	2016-03-15	The Deli King
1220 9th Ave	2019-06-25	2019-06-25	Um.Ma
4 Overhill Rd	2019-06-28	2019-06-28	Leftcoastloaf
185 Berry St	2017-04-02	2017-04-02	Imagine @ Lyft
607 Larkin St	2018-01-27	2018-01-27	Rose Kitchen
2163 Union St	2019-04-19	2020-08-01	Mishka
17 San Andreas Way	2017-05-10	2017-05-10	Progressive Palates
1145 Market St	2018-07-10	2018-07-10	La Cuisine Cafe
2127 Polk St	2017-01-19	2018-05-14	Mac'd
2545 Ocean Ave	2017-10-25	2017-10-25	Ocean Thai
1661 Tennessee St	2019-05-01	2021-02-03	Superfine Kitchen
1456 Willard St	2016-01-21	2016-01-21	Baking On Willard
1548 California St	2018-01-01	2018-01-01	Tonic Nightlife Group
84 Bartlett St	2019-07-15	2019-07-15	Delightful Foods
12 Blackstone Ln	2019-02-28	2019-02-28	Farley's Cafe
415 Mission St Fl 22	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
103 Horne Ave	2019-08-13	2019-08-13	Share Time Catering LLC
5919 3rd St	2019-02-10	2023-12-20	Collaborative Kitchens Management Services LLC
400 Waller St	2018-11-27	2018-11-27	Janchay's Bistro.
347 Clement St Apt	2018-08-01	2018-08-01	Matthew Lee Dumas
2743 Sheldon Ct Ne Ct	2019-05-10	2019-05-10	Gery's Cakes And Desserts
2312 Market St Ste 1	2019-12-23	2019-12-23	Taco Boys
3251 20th Ave Ste 156	2018-02-06	2018-02-06	Eggxotic Inc
Embarcardero Plaza	2017-08-30	2019-07-10	Momolicious
1800 23rd Ave 1	2019-06-01	2019-06-01	My Baking Creations
3347 Fillmore St	2016-08-26	2016-08-26	Elena Una
1650 Holloway Ave West Plz	2017-12-11	2020-10-23	City Cafe
332 Pine St	2019-03-15	2023-08-29	Sf Chickenbox Dt
1650 Holloway Ave Unit C	2018-07-01	2018-07-01	Halal Shop
2 Embarcadero Ctr Unit B6	2018-06-01	2018-06-01	Gochees Pizza
100 Bush St 110	2019-07-05	2019-09-13	Sunshine Cafe
350 Mission St Fl 14/15	2017-12-27	2019-03-14	Aramark Rfs
121 Brodin Way	2016-09-16	2022-07-01	Sorrento Catering
110 Bldg Hunters Pt Shipyard	2017-01-13	2017-01-13	Homecookin
4342 California St	2016-11-25	2016-11-25	Corks
103 Horne Ave	2019-07-01	2019-07-01	Nahua Pizza
301 King St B	2018-12-26	2018-12-26	Death By Taco
1100 26th St	2016-07-21	2019-07-01	808 Poke Shack
154 Mcallister St	2019-05-24	2019-05-24	Hom Korean Kitchen
2448 Great Hwy	2018-09-11	2018-09-11	Onedirection Latin Fusion Cuisine
2500 Noriega St	2018-09-01	2018-09-01	Hk Tea Kee Cafe
1695 Market Street	2019-01-04	2019-01-04	Rocket Sushi
1455 Market	2017-04-07	2017-04-07	Ubereats
620 Broadway	2019-12-23	2020-01-14	Tacorea Nobe LLC, Tacorea
798 Geneva Ave Apt 4	2019-05-25	2019-05-25	Dead On Enterprises
2240 Chestnut St	2018-02-21	2019-10-07	Cracked & Battered
88 King 504	2018-01-04	2018-01-04	Here LLC
606 Jackson St	2017-08-17	2017-08-17	Z & Y Bistro
1688 Bryant St	2019-04-01	2019-04-01	Jade Cafe
680 Folsom St Ste 120	2016-03-17	2017-03-16	A-P Bay Area Stores LLC
1310 9th Ave	2016-05-27	2016-05-27	Hummus Heaven
957 Connecticut St	2019-05-05	2019-05-05	Lolo's Unicorn Juice Bar
1661 Tennessee St	2018-03-01	2021-02-01	Saffa Home Foods
Geary St	2016-08-02	2016-08-02	Tokyo Katana-Ya, LLC
2948 Folsom St	2019-03-26	2019-08-02	Bake Love
338 Fairmount Ave	2018-04-25	2018-04-25	Nahua Pizza
548 Market St	2018-12-12	2019-12-26	Vrais Foods
4104 24th St 572	2018-01-10	2018-01-10	Bernal Bears
103 Horne Ave	2017-11-21	2017-12-20	Pampa Bbq
3251 20th Ave	2019-01-18	2020-11-20	Bake & Grill
933 North Point	2019-09-13	2019-09-13	Numpangsf
501 Taylor St Apt 608	2019-07-03	2019-07-03	Khao Thai Catering LLC
42952 Via Valparaiso	2017-02-22	2017-02-22	Neutronze, Inc.
405 Central St	2018-10-01	2021-11-01	Moon Star Restaurant
1240 Noriega St	2019-04-03	2019-04-03	Phosure
1320 4 St	2019-06-18	2019-06-18	Experteas Corporation
3338 24th St	2016-05-23	2016-05-23	Beloved Cafe
2020 Mission St	2018-04-24	2018-04-24	Aramex Restaurant Inc.
409 Bryant St	2016-06-01	2017-07-08	409 Bryant St
218 Cornell Ave	2016-10-14	2016-10-14	Event Savvy
1096 Union St	2019-05-21	2019-05-21	Gastrobot
1516 Folsom St	2018-03-21	2018-03-21	Eat Sushi
839 Irving St	2016-03-08	2016-03-08	Honey Creme
1 Ferry Buliding Ste 50	2018-01-30	2020-04-20	Roti
931 Washington Blvd Unit 120	2018-04-23	2018-04-23	Freshway Fish
Haight St	2018-03-01	2018-03-01	Global Gastronomist
12 Tenth St	2019-04-22	2019-04-22	The Tea Box
519 Marine View Dr Ste F	2018-01-15	2018-02-09	Meadowlark Cafe LLC
4717 Mission St Apt 5	2016-03-03	2020-01-01	Hella Coffee
1026 San Luis Cir Apt 609	2019-05-28	2019-05-28	Pine Headz LLC
2261 Market St Ste 643	2017-08-24	2017-08-24	Soul Bowl'z
1016 Bryant St	2016-10-15	2016-10-15	1016 Bryant St, Sf Ca 94103
432 Sutter St	2018-03-04	2018-03-04	Spice Kitchen
1780 Bancroft Ave Apt 4203	2017-09-06	2017-09-06	Wen Jian
550 Moreland Way Apt 4213	2017-03-01	2019-03-27	Mycookiesf
4543 Mission St	2019-05-01	2019-09-25	Chef Yu Chinese Cuisine
865 Market St Ste Fe10	2017-05-19	2017-05-19	Koja Kitchen SF
418 Gateway Dr Apt 3	2016-09-26	2016-09-26	Iku
1355 Market St Ste 180	2019-09-12	2020-09-03	Hotbird
11 Rebecca Ln	2017-08-14	2019-07-24	Boug Cali
1527 Stockton St	2017-03-01	2017-05-16	Liguria, LLC
600 York St	2017-07-05	2018-05-17	Papillon
2663 Mission St	2019-12-09	2019-12-09	Grand Coffee At El Taller
2948 Folsom St	2018-10-29	2018-10-29	Healing Kitchen
337 Seawall Lot A, Land Area 1-1	2016-03-25	2016-03-25	Belcampo Meat Company
3128 16th St	2016-02-24	2022-10-01	I Dessert Bar
1100 Market Street	2017-09-01	2017-09-01	Charmaine's
5212 Camden St	2017-10-19	2017-10-19	Asukar
1085 Mission St	2017-01-02	2017-12-19	Birdsong
713 Clay St	2017-04-06	2017-04-06	Sam Wo Restaurant And Bakery
9 Cypress St	2016-08-05	2016-08-05	Salt Pt Butchery & Provisions
2500 Mariposa St	2019-02-26	2019-02-26	Nancy's Catering
1411 Florida St St Apt 1	2019-06-17	2019-06-17	Morita Catering
601 N Mission Bay Blvd	2017-03-16	2017-03-16	Spark Social SF
6 Arnold Dr	2019-09-18	2019-09-18	Home Plate
1819 Polk St 207	2019-06-13	2019-06-13	K8ter 2 You
1476 Haight St	2019-11-22	2019-11-22	Wake Cup
1977 B Union St	2019-06-15	2023-10-30	Daily Driver Union
2226 Polk St.	2019-02-05	2019-02-05	Ssal
1000 Cortland Ave	2016-08-31	2016-08-31	Skillshot
804 Laguna Honda Blvd	2019-01-01	2019-01-01	Carlin's Creations
1400 Taraval St	2018-01-23	2018-01-23	El Cafe
3150 Polk St	2017-05-09	2018-08-21	San Francisco Brewing Co - Restaurant
100 Larkin St	2019-04-29	2019-04-29	Poets Cafe
145 College Ave	2018-11-29	2018-11-29	The Chaga Company, LLC
601 Minnesota St Ste 115	2017-04-30	2017-04-30	Parties That Cook
3516 Balboa St	2018-06-01	2018-06-01	T Cup Cafe
3213 Pierce St	2017-02-01	2017-02-01	The Sandwich Spot
103 Horne Ave	2019-09-06	2021-05-07	Bighbbq
2355 Chestnut St	2018-12-19	2018-12-19	Aaron Jevon Burrus
3161 24th St	2016-05-23	2016-05-23	Montella Pizzeria
8 Valencia	2016-10-17	2016-10-17	Yo Dog Organic
50 Fremont St A2	2018-10-19	2018-10-19	Pokeworks
321 West Portal Ave	2018-07-09	2018-07-09	L'amour De Saigon
575 Mission St	2016-03-01	2016-03-01	Norcal Janitorial Services
3520 20th St A	2019-07-01	2019-07-01	Streatalian
355 11th St Ste 100	2018-01-01	2018-01-01	Agricole II
2922 Diamond St	2016-09-01	2016-09-01	One Waan Thai
2433 Quintara St	2016-11-28	2016-11-28	Ocean Malasada Company
103 Horn Ave	2018-04-09	2018-07-24	Fire 2 Smoke
925 Bush St	2018-02-14	2018-02-14	Peacekeeper
378 Embarcadero W Unit 620	2018-01-01	2018-01-01	Sweet And Sowers
1063 Market St	2017-10-31	2017-10-31	9 Vessels
1463 Haight St	2017-06-13	2017-07-13	Dough Boyz
714 Post Street	2016-04-24	2016-04-24	Em Deli SF
2699 Taylor St	2018-04-19	2018-05-17	Coco Fresh Tea & Juice
103 Horne Ave	2019-12-19	2022-05-05	Eclectic Cookery Inc.
3115 Mission	2019-06-26	2019-08-30	Vessel Ca Operations
4431 Mission St	2017-03-23	2017-09-15	Rdsf Inc. Dba Rocks Den
1 Mobile Caterers	2017-05-22	2019-03-26	El Picacho
2516 Noriega St	2019-04-01	2019-04-01	Boss Bakery
24 Jasper Place	2017-04-28	2017-04-28	Bites
1182 N Market St S St 1182	2019-06-14	2019-06-21	Civic Center Farmers Market Heart Of The City
401 California Ave	2017-01-01	2017-01-01	Danilov Inc
5800 Geary Blvd	2018-03-01	2018-03-01	Amara
613 York St	2016-09-29	2021-09-22	Aedan Koji Cafe
138 Lincoln St Unit B	2016-10-08	2016-10-08	Anello Family Crab & Seafood
607 Divisadero St	2016-06-07	2016-06-07	Zaytoon
530 Valencia St	2017-02-01	2024-08-27	Raw Sugar Factory
1750 Cesar Chavez E	2019-05-23	2019-05-23	Ripen Company
1400 Mission St 213	2017-01-25	2017-01-25	Beyondburma
2001 Fillmore Street	2018-06-11	2018-06-11	Noosh
1700 Post St Unit K	2019-05-08	2021-10-01	Yuji
1735 Polk St	2018-09-24	2018-10-01	Black Hammer Brewing Hammertime
3301 Buchanan St	2017-03-27	2017-06-19	Jake's Steaks
1661 Tennessee St Ste 2k	2018-06-07	2024-01-01	Schilling & Co. Commissary
101 Horne Ave	2016-10-01	2016-10-01	Creative Ideas Catering SF
50 Fremont St Fl 14/15	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
937 Harrison St	2017-06-27	2017-06-27	Reveille Coffee Co
2565 3rd St Ste 307	2018-12-18	2019-02-01	Butter&
3839 Mission St	2016-04-22	2016-04-22	Dba: Mama Mia Pizza
406 Dewey Blvd	2018-04-26	2018-07-26	Yoji
2343 3rd St Ste 100	2016-11-15	2016-11-15	Neighbor Bakehouse
548 Market St 54137	2018-04-01	2018-04-01	Endorfin Foods
706 Athens St	2017-03-17	2017-03-17	Martha Medina
640 11th St	2017-07-02	2017-07-02	L And O Bagels
2761 Mission St	2019-04-05	2019-04-05	Boba Bao Bei
917 Bush St	2017-01-04	2017-07-21	Arlette Restaurant
205 Jones St Apt 412	2017-08-01	2017-08-03	Le Chocophile
535 Octavia St	2019-04-25	2019-06-21	Naya Dessert Cafe
1668 Haight St	2017-02-01	2017-02-01	Om Indian Cuisine
1240 Noriega St	2019-04-03	2019-04-03	Green Bamboo
941 14th St Bldg	2017-09-01	2017-09-01	Personal Chef
Fort Mason Center Bldg C	2018-10-10	2018-10-10	Goody Cafe
645 Irving St	2019-03-17	2019-03-17	Yosemitea LLC
393 Bay St	2019-07-18	2019-07-18	New Thai Elephant #2 Inc
928 Stockton St	2017-09-29	2017-09-29	Metro Hong Kong Dessert
1 Sansome St 1500	2018-09-24	2019-07-01	Raging Bull LLC
701 Larkin St	2017-08-10	2017-08-10	Ha Nam Ninh Resturant
2948 Folsom St	2019-03-26	2019-03-26	Halverson Bakery
845 Market St Ste Fe9	2019-05-28	2019-09-04	Noobowl
431 Columbus Ave	2017-08-30	2017-08-30	Dough Room Company
1670 Fell St	2018-04-10	2018-04-10	James Calder
354 Clementi St	2018-12-19	2018-12-19	Amausaan Group
1643 46th Ave	2019-05-23	2019-05-23	Driftwood Bread Co.
1429 46th Ave	2019-01-01	2019-10-23	Little Burde Chocolate
151 Venus St	2018-02-03	2018-02-03	Deirdre Moloney
475 6th St	2019-02-01	2019-03-14	Amici's East Coast Pizzeria
3388 19th St	2018-11-30	2023-01-12	Cafe De Olla
308 5th Ave	2019-03-29	2019-03-29	Cajun House
601 Mission Bay N Blvd	2017-07-03	2017-07-03	Heidis Fusion Food
1421 Portola Dr	2017-07-21	2017-07-21	Kristen M Tripp
1 Mobile Caterers	2016-08-31	2019-03-27	Conchinita
1631 41st Ave	2017-10-12	2017-10-12	Young Kobras
2937 Mission St	2016-03-11	2016-03-11	Evil Eye
24 Willie Mays Plz	2016-03-17	2017-03-22	The Organic Coup
1499 Valencia St	2016-01-20	2016-01-20	Als Restaurant Group Inc
1301 46th Ave 4	2017-10-24	2017-10-24	Spork And Stix
1994 37th Ave	2019-04-29	2022-05-12	Eureka Tortilla LLC
1601 Mission St	2017-05-22	2017-06-26	El Picacho
91 6th St St	2018-05-21	2018-05-21	Eightea
1737 Post St Ste 380	2016-06-10	2016-06-10	Kushi Tsuru
1862 Anne Way	2018-02-13	2018-02-13	Crispy Gals
501 38th Ave Apt 303	2019-04-27	2019-04-27	Kreativeats
1979 Union St	2017-02-28	2024-10-01	Vida Cantina
415 Mission St Fl 3/4	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
2335 Washington St Apt 305	2016-08-30	2016-08-30	Page Chocolate
378 Stratford Dr	2019-06-19	2019-06-19	Ohana Poke And Salad Bar
1357 Gordon Ln	2019-12-01	2019-12-01	Sushi Shoubu
S Pacardi S Dr 5521	2019-03-11	2019-03-11	Chef Yeaaahh Catering
