Parcel Number	Building Name	Building Address	Postal Code	Floor Area	Property Type - Self Selected	PIM Link	Year Built	Energy Audit Due Date	Energy Audit Status	point	longitude	latitude	analysis_neighborhood	supervisor_district	data_as_of	data_loaded_at
0136/004A	940 BATTERY ST	940 BATTERY ST	94111	28000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0136/004A	1917	04/01/2022	Did Not Comply	POINT (-122.40099502 37.800095071)	-122.40099501954576	37.80009507069277	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0259/029	315 Montgomery Street	315 MONTGOMERY ST	94104	246955	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0259/029	1921	04/01/2030	Upcoming	POINT (-122.403485954 37.792261648)	-122.40348595426144	37.79226164849787	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0280/007	805 LEAVENWORTH ST	805 LEAVENWORTH ST	94109	106890	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0280/007	1924			POINT (-122.415495422 37.788548598)	-122.41549542157473	37.788548598466605	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3788/043	680 Second Street	680 2ND ST	94107	85554	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3788/043	1913	04/01/2029	Upcoming	POINT (-122.391388333 37.780822242)	-122.39138833349824	37.78082224222412	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1608/018	Full Life Christian Center	3535 BALBOA ST	94121	15350	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1608/018	1947	04/01/2020	Did Not Comply	POINT (-122.496975177 37.775482429)	-122.49697517686572	37.77548242914615	Outer Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3704/079	410 JESSIE ST	410 JESSIE ST	94103	83259	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3704/079	1926			POINT (-122.40768909 37.783172566)	-122.40768908974965	37.783172565753816	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7315/001	Park Merced Multifamily Housing	3711 19th Ave	94132	3116841	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=7315/001				POINT (-122.475779494 37.720459438)	-122.47577949353249	37.72045943760082	Lakeshore	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0691/021	Etta Apartments	1285 SUTTER ST	94109	178384	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0691/021	2013			POINT (-122.421189368 37.787353477)	-122.4211893683425	37.787353476832166	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0243/058	901 SACRAMENTO ST	901 SACRAMENTO ST	94108	220000	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0243/058	1982			POINT (-122.408095836 37.792805497)	-122.40809583562812	37.79280549689464	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0260/010	300 Montgomery Associates	300 MONTGOMERY ST	94104	208193	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0260/010	1918	04/01/2020	Did Not Comply	POINT (-122.402385324 37.792346399)	-122.40238532358562	37.79234639910279	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3733/020A	854 FOLSOM ST	854 FOLSOM ST	94103	10880	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3733/020A	1926	04/01/2020	Did Not Comply	POINT (-122.402697842 37.781280683)	-122.40269784222261	37.781280682894746	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3719/018	199 Fremont Street	199 Fremont St	94105	537024	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3719/018	0	04/01/2029	Upcoming	POINT (-122.39489273 37.789884144)	-122.39489272958352	37.789884143548015	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0315/001	Gunst Building	323 GEARY ST	94102	50993	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0315/001	1908	04/01/2029	Upcoming	POINT (-122.40845977 37.787112227)	-122.40845977046533	37.78711222662475	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3978/002	The Portrero Owner Association	451 Kansas Street	94107	489000	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3978/002	2007			POINT (-122.402986546 37.764113014)	-122.40298654609269	37.76411301356728	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0715/014	Van Ness Plaza	1000 VAN NESS AVE	94109	274088	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0715/014	1920	04/01/2022	Did Not Comply	POINT (-122.420674004 37.785087994)	-122.4206740036302	37.78508799377115	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6901/001A	2499 Ocean Ave	2499 OCEAN AVE	94127	34875	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=6901/001A	1977	04/01/2025	Upcoming	POINT (-122.471386278 37.73044684)	-122.47138627841545	37.730446840068524	West of Twin Peaks	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2854/009	125 GARDENSIDE DR	125 GARDENSIDE DR	94131	54048	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=2854/009	1982			POINT (-122.445531646 37.753473936)	-122.44553164574174	37.75347393629898	Twin Peaks	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4570/031	101 CARGO WAY	101 CARGO WAY	94124	24016	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4570/031	1981	04/01/2025	Upcoming	POINT (-122.377622099 37.74016286)	-122.37762209945411	37.74016285972578	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5211/032	3450 3RD ST #2 A	3450 3RD ST #2 A	94124	11198	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5211/032	1987	04/01/2026	Upcoming	POINT (-122.38779765 37.745729236)	-122.38779764974319	37.74572923643669	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0050/001	1040 COLUMBUS AVE	1040 COLUMBUS AVE	94133	10572	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0050/001	1950	04/01/2013	Did Not Comply	POINT (-122.415262387 37.804172245)	-122.41526238714184	37.80417224474629	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5306/004	Providence Senior Housing	4699 3RD ST	94124	63465	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=5306/004	1956			POINT (-122.390031874 37.735685691)	-122.39003187390514	37.73568569099603	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4171/020	1250 TENNESSEE ST	1250 TENNESSEE ST	94107	45570	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4171/020	1965	04/01/2014	Did Not Comply	POINT (-122.389531185 37.755799261)	-122.38953118482432	37.755799261271314	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0328/003	48 Stockton	48 STOCKTON ST	94108	68472	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0328/003	1909	04/01/2025	Upcoming	POINT (-122.406089771 37.786303474)	-122.40608977050255	37.786303474288616	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0637/018	Sutter Health-2323 Sacramento Street	2323 Sacramento St	94115	15626	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0637/018	1965	04/01/2027	Upcoming	POINT (-122.431514347 37.789873583)	-122.43151434705742	37.78987358318878	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3735/015	690 FOLSOM ST	690 FOLSOM ST	94105	26080	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3735/015	1926	04/01/2020	Did Not Comply	POINT (-122.39896438 37.784185267)	-122.39896437952609	37.784185266768695	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3726/013	1028 Howard	1028 HOWARD ST	94103	88895	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3726/013	1994			POINT (-122.407921931 37.779469205)	-122.4079219311849	37.77946920468225	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7333/001	400 VIDAL DR	400 VIDAL DR	94132	59901	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7333/001	1942			POINT (-122.483547695 37.715236585)	-122.48354769515917	37.715236585336356	Lakeshore	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0185/029	1469 PACIFIC AVE	1469 PACIFIC AVE	94109	12270	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0185/029	1921	04/01/2016	Did Not Comply	POINT (-122.41942478 37.795061039)	-122.41942478005755	37.79506103906832	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0297/007	Bohemian Club	624 TAYLOR ST	94102	118969	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0297/007	1934	04/01/2030	Upcoming	POINT (-122.411471707 37.788247373)	-122.4114717071382	37.788247372884584	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0051/081	650 CHESTNUT ST	650 CHESTNUT ST	94133	54396	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0051/081	1995			POINT (-122.414116709 37.803934237)	-122.41411670920735	37.80393423675197	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0306/007B	GEARY ST	466 GEARY ST	94102	18520	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0306/007B	1922	04/01/2024	Did Not Comply	POINT (-122.410926168 37.787302615)	-122.41092616838331	37.78730261540659	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0273/013	899 PINE ST	899 PINE ST	94108	139215	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0273/013	1961			POINT (-122.410215518 37.790643672)	-122.41021551798498	37.79064367182571	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6084/021	4767 MISSION ST	4767 MISSION ST	94112	10812	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=6084/021	1935	04/01/2020	Did Not Comply	POINT (-122.436546057 37.721863559)	-122.43654605689144	37.721863558998265	Excelsior	11	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3722/020	Millennium Play	606 HOWARD ST	94105	61816	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3722/020	1904	04/01/2024	Did Not Comply	POINT (-122.398890919 37.786694509)	-122.39889091935372	37.78669450878687	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0010/002	Argonaut Hotel-SV	495 JEFFERSON ST	94109	180000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0010/002	1907	04/01/2025	Upcoming	POINT (-122.420174256 37.807174798)	-122.42017425639453	37.80717479757394	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1452/022	5644 GEARY BLVD	5644 GEARY BLVD	94121	13389	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1452/022	1931	04/01/2029	Upcoming	POINT (-122.480237716 37.780608031)	-122.48023771592099	37.78060803110946	Outer Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0678/004	1833 FILLMORE ST	1833 FILLMORE ST	94115	12000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0678/004	1916	04/01/2024	Did Not Comply	POINT (-122.43364856 37.786489134)	-122.43364856011725	37.78648913441362	Pacific Heights	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3514/022	Discount Builders Supply	1695 MISSION ST	94103	41386	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3514/022	1951	04/01/2029	Upcoming	POINT (-122.419123704 37.770493954)	-122.41912370438654	37.77049395362264	Mission	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3517/035	1401 HOWARD ST	1401 HOWARD ST	94103	49011	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3517/035	1902	04/01/2026	Upcoming	POINT (-122.414298822 37.773562006)	-122.41429882210711	37.77356200555726	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0642/001	1699 Van Ness	1699 VAN NESS AVE	94109	41100	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0642/001	1919	04/01/2030	Upcoming	POINT (-122.422852422 37.79100798)	-122.42285242159181	37.791007980300556	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3728/076	1263 MISSION ST	1263 MISSION ST	94103	26419	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3728/076	1924	04/01/2026	Upcoming	POINT (-122.413882063 37.776408015)	-122.41388206339518	37.77640801460422	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5237/040	1395 EVANS AVE	1395 EVANS AVE	94124	13224	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5237/040	1941	04/01/2014	Did Not Comply	POINT (-122.384881165 37.74028512)	-122.38488116496148	37.74028511963581	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0235/009	20 California Street	20 CALIFORNIA ST	94111	59472	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0235/009	1908	04/01/2030	Upcoming	POINT (-122.396968989 37.793896238)	-122.39696898931157	37.79389623802465	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0595/002	1600 Jackson	1600 JACKSON ST	94109	63500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0595/002	1908	04/01/2021	Delayed Till Next Cycle	POINT (-122.42178977 37.794411646)	-122.42178976989119	37.794411646132986	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3799/008	625 TOWNSEND ST	625 TOWNSEND ST	94107	55853	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3799/008	2002	04/01/2029	Upcoming	POINT (-122.402363196 37.770873217)	-122.40236319634388	37.770873216542135	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0196/016	499 JACKSON ST	499 JACKSON ST	94111	17911	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0196/016	1965	04/01/2021	Did Not Comply	POINT (-122.403233973 37.796315826)	-122.40323397266314	37.79631582598191	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2607/117	355 BUENA VISTA AVE	355 BUENA VISTA AVE	94117	186369	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=2607/117	1986			POINT (-122.439848921 37.767284655)	-122.43984892087954	37.767284655440875	Castro/Upper Market	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0694/011	Concordia Argonaut - 1142 Van Ness	1142 VAN NESS AVE	94109	50540	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0694/011	1909	04/01/2030	Upcoming	POINT (-122.42111786 37.786407958)	-122.42111785975523	37.78640795791853	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3706/068	748 MISSION ST	748 MISSION ST	94103	29440	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3706/068	1900	04/01/2013	Did Not Comply	POINT (-122.403528456 37.785540597)	-122.40352845592953	37.785540597096784	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0289/009	180 Montgomery Street	180 MONTGOMERY ST	94104	325006	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0289/009	1978	04/01/2027	Upcoming	POINT (-122.401969003 37.790735824)	-122.40196900262153	37.790735824232506	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3914/001	Showplace East	122 15TH ST	94103	108400	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3914/001	1947	04/01/2030	Upcoming	POINT (-122.402469302 37.768396529)	-122.40246930185262	37.76839652907639	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0690/001A	1233 VAN NESS AVE	1233 VAN NESS AVE	94109	18710	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0690/001A	1913	04/01/2025	Upcoming	POINT (-122.422089542 37.787152994)	-122.42208954170574	37.78715299356391	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3715/013	Bayside Plaza	188 EMBARCADERO	94105	111450	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3715/013	1986	04/01/2030	Upcoming	POINT (-122.391708045 37.79239981)	-122.39170804480977	37.792399809571876	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1265A/001	641 FREDERICK ST	641 FREDERICK ST	94117	215708	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=1265A/001	1990			POINT (-122.456215207 37.765456053)	-122.45621520732404	37.765456053370784	Inner Sunset	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0716/280	Polk St	986 POLK ST	94109	78865	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0716/280	2008			POINT (-122.419378426 37.785679853)	-122.41937842591993	37.785679852819285	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3707/057	Hearst Building	691 MARKET ST	94105	135371	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3707/057	1909	04/01/2024	Did Not Comply	POINT (-122.403033206 37.787410441)	-122.40303320640194	37.78741044063374	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5423A/009	345 WILLIAMS AVE	345 WILLIAMS AVE	94124	45287	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5423A/009	1964	04/01/2021	Did Not Comply	POINT (-122.399247104 37.729805494)	-122.39924710397787	37.729805494161695	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7255/003	Crosspoint - Lakeshore Plaza	1595 SLOAT BLVD	94132	74196	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=7255/003	1993	04/01/2019	Pending - Contracted	POINT (-122.490737627 37.732939735)	-122.49073762709251	37.73293973508774	Sunset/Parkside	4	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0872/025	1998 MARKET ST	1998 MARKET ST	94102	143490	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0872/025				POINT (-122.426207776 37.770074203)	-122.42620777552473	37.77007420339821	Hayes Valley	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3755/044	20 Heron Building	20 HERON ST	94103	26162	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3755/044	1931	04/01/2020	Did Not Comply	POINT (-122.408725436 37.774682447)	-122.40872543586427	37.77468244732508	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4591C/290-B	451 DONAHUE ST	451 DONAHUE ST	94124	89820	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=4591C/290-B				POINT (-122.369639231 37.729001486)	-122.36963923074522	37.72900148630761	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0689/033	1483 SUTTER ST	1483 SUTTER ST	94109	251613	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0689/033	1993			POINT (-122.424202561 37.786715844)	-122.4242025605196	37.786715844219295	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0254/080	1001 CALIFORNIA ST	1001 CALIFORNIA ST	94108	61848	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0254/080	1914			POINT (-122.4110255 37.791605495)	-122.41102550021411	37.79160549545926	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3774/150	301 BRYANT ST	301 BRYANT ST	94105	74351	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3774/150	1998			POINT (-122.391426632 37.784511899)	-122.39142663239356	37.784511899254944	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0146/006	644 BROADWAY	644 BROADWAY	94133	42500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0146/006	1985	04/01/2022	Did Not Comply	POINT (-122.40785757 37.798026659)	-122.40785757003094	37.79802665869084	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7282/005-A	Lakewood Apartments	501 JOHN MUIR DR	94132	853363	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7282/005-A	1973			POINT (-122.497364948 37.716230758)	-122.49736494785458	37.71623075757446	Lakeshore	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4343/029	20280-San Francisco / Marin St	2587 Marin Street	94124	85350	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4343/029	1986	04/01/2027	Upcoming	POINT (-122.402961022 37.747689906)	-122.40296102204996	37.74768990638375	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0299/005	750 Post Street LLC	750 POST ST	94109	10000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0299/005	1914	04/01/2025	Upcoming	POINT (-122.414139509 37.787850265)	-122.41413950883506	37.787850264545476	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
